Movie Name,IMDB Rating,Rotten Tomatoes Users,Rotten Tomatoes Critics,Metacritic Users,Metacritic Critics
Knuckle,6.5,6.7,9.3,7.4,6.5
Seven,5.9,9.5,8.2,8.8,6.5
Crooklyn,7.0,9.0,7.9,6.4,6.5
The Jungle Book,6.7,8.6,9.4,8.1,6.5
Tetro,6.8,7.0,7.1,6.7,6.5
Clerks II,7.3,8.4,6.3,7.2,6.5
Unknown White Male,6.5,5.9,7.3,3.9,6.5
Coco Before Chanel,6.7,5.7,6.4,7.0,6.5
Find Me Guilty,7.0,6.2,6.2,7.4,6.5
Tyrannosaur,7.5,8.5,8.3,7.7,6.5
Coherence,8.4,8.1,8.8,7.9,6.5
Generation P,6.7,8.5,7.5,6.4,6.5
Soapdish,6.6,6.3,7.4,7.4,6.5
Cargo,5.8,6.6,8.7,6.1,6.5
The Overnight,7.4,5.4,8.2,7.1,6.5
Hanna,6.7,6.6,7.1,7.7,6.5
Pacific Rim,6.9,7.7,7.2,7.5,6.5
The Warrior,6.1,7.1,8.3,6.3,6.5
We Were Soldiers,7.2,8.4,6.4,6.7,6.5
Scream,2.9,8.1,7.6,8.6,6.5
Cocoon,7.9,6.0,7.6,7.9,6.5
Down in the Valley,6.3,5.3,5.2,6.6,6.5
In a Better World,7.6,8.6,7.8,7.8,6.5
Mississippi Burning,7.8,9.0,8.5,8.5,6.5
Agnes,7.1,3.5,6.7,2.6,6.5
The Way,8.8,8.3,8.3,7.2,6.4
Absence of Malice,6.9,6.3,8.1,8.0,6.4
Sky Captain and the World of Tomorrow,6.1,4.6,7.0,7.6,6.4
Napoleon Dynamite,7.0,7.4,7.2,7.4,6.4
Suffragette,6.9,6.8,7.3,6.7,6.4
Interview,7.9,5.5,5.8,6.9,6.4
He Got Game,6.9,8.3,8.0,8.3,6.4
Wanted,6.0,6.9,7.1,4.9,6.4
Wes Craven's New Nightmare,7.2,6.6,7.9,7.0,6.4
Thunderball,6.9,7.3,8.5,6.8,6.4
Outbreak,6.6,5.6,5.9,6.6,6.4
JCVD,7.1,7.4,8.4,8.0,6.4
Hot Shots! Part Deux,6.6,6.3,5.8,7.6,6.4
Elf,7.1,7.9,8.5,8.5,6.4
Northfork,6.2,6.6,5.7,5.1,6.4
One Hour Photo,6.8,6.5,8.1,7.6,6.4
Gattaca,7.7,8.7,8.2,8.6,6.4
Cop Land,7.0,6.7,7.5,6.5,6.4
Adam,7.2,7.2,6.6,2.0,6.4
Prometheus,6.6,6.8,7.3,6.5,6.4
"New York, New York",6.6,5.8,5.7,6.3,6.4
Paper Clips,7.3,7.4,7.2,6.9,6.4
Goon,6.8,7.1,8.1,7.2,6.4
Eight Below,7.3,7.9,7.3,7.7,6.4
1408,6.8,6.1,7.9,8.1,6.4
Mondays in the Sun,7.5,8.6,8.0,5.4,6.4
Enigma,5.9,5.4,7.2,6.1,6.4
Saboteur,7.1,7.1,8.0,7.5,6.4
The Whale,6.4,8.4,8.3,5.8,6.4
Silkwood,7.1,7.8,7.6,8.4,6.4
Beautiful Girls,5.1,8.0,7.8,8.6,6.4
Muppet Treasure Island,6.9,7.7,7.1,7.4,6.4
The Fury,6.3,4.9,7.7,6.2,6.4
Team America: World Police,7.2,8.0,7.7,7.5,6.4
Intermission,7.2,7.5,7.4,7.5,6.4
Identity,7.3,7.5,6.3,8.5,6.4
Hell House,6.8,6.6,9.4,8.0,6.4
American Psycho,7.6,8.5,6.8,8.6,6.4
Grand Canyon,5.7,7.0,7.8,8.4,6.4
Swiss Army Man,6.9,7.2,7.2,7.3,6.4
Chinese Puzzle,6.9,6.7,7.9,5.8,6.4
Killing Them Softly,6.2,4.4,7.4,6.1,6.4
Cloverfield,7.0,6.8,7.8,6.4,6.4
Fury,6.9,8.4,7.6,7.3,6.4
To the Bone,8.5,6.5,7.0,6.7,6.4
Surf's Up,5.5,7.0,7.9,8.1,6.4
Miss Sloane,7.5,7.2,7.6,7.0,6.4
Nick and Norah's Infinite Playlist,6.6,6.5,7.5,6.3,6.4
Ant-Man,7.3,8.5,8.3,7.4,6.4
Chocolat,7.3,8.3,6.3,,8.1
Grass,7.2,6.5,9.2,7.9,6.4
Citizen Ruth,7.0,7.4,8.1,6.0,6.4
Jesus Christ Superstar,7.3,7.6,5.4,6.7,6.4
Blades of Glory,6.3,6.8,7.0,6.8,6.4
The Fall,7.0,8.5,6.2,8.4,6.4
State of Play,8.3,7.3,8.4,7.8,6.4
Hamburger Hill,6.7,7.2,10.0,7.8,6.4
Pineapple Express,6.9,7.3,6.8,7.2,6.4
St. Vincent,9.3,7.8,7.8,7.5,6.4
Appaloosa,6.7,5.5,7.6,6.0,6.4
Fried Green Tomatoes,7.7,9.1,7.5,7.7,6.4
Everest,7.0,6.8,7.3,6.9,6.4
Freedom Writers,7.6,8.7,7.0,7.8,6.4
Blood Diamond,8.0,9.0,6.3,8.5,6.4
Wedding Crashers,7.0,7.0,7.5,8.7,6.4
Stage Beauty,7.1,7.8,6.4,6.4,6.4
X-Men,7.3,8.3,8.2,7.5,6.4
Cradle Will Rock,6.8,7.1,6.5,5.1,6.4
Flight of the Navigator,6.9,7.5,8.4,8.2,6.4
Motel Hell,6.0,4.9,6.7,6.6,6.4
Something New,5.8,7.2,6.1,7.3,6.4
Nobody,6.6,9.4,8.4,7.5,6.4
Patriot Games,6.8,7.2,7.4,6.4,6.4
Ready Player One,7.1,7.7,7.2,7.3,6.4
It Could Happen to You,6.0,5.4,7.1,8.1,6.4
Proof,7.2,8.0,9.4,7.1,6.4
Star Trek: Insurrection,6.4,4.4,5.5,5.8,6.4
Trekkies,6.9,7.0,8.6,5.5,6.4
Jackie Brown,7.5,8.5,8.7,8.3,6.4
Silverado,7.2,8.0,7.8,7.8,6.4
The Professional,7.4,9.5,7.4,8.6,6.4
Shortbus,6.4,7.7,6.8,7.3,6.4
Fast Food Nation,6.3,4.2,4.9,5.9,6.4
District 13: Ultimatum,6.5,5.5,7.5,7.7,6.4
Michael,7.1,6.7,8.0,6.9,6.4
Serial Mom,6.8,7.2,6.3,6.9,6.4
Tokyo!,7.0,7.2,7.6,6.7,6.3
Defending Your Life,7.2,8.3,9.8,7.0,6.3
Little Big Man,7.5,8.7,9.6,7.6,6.3
Naked Gun 33 1/3: The Final Insult,6.5,5.3,5.6,6.9,6.3
16 Blocks,6.6,5.7,5.6,7.8,6.3
Unfaithful,6.6,6.8,5.0,7.6,6.3
Keep the River on Your Right: A Modern Cannibal Tale,6.7,5.0,7.8,5.6,6.3
One True Thing,6.9,7.1,8.8,7.6,6.3
Mr. Nobody,7.7,7.6,6.8,7.6,6.3
Kids,4.2,7.7,4.7,5.1,6.3
Monsters,7.3,5.3,7.3,6.4,6.3
Return,5.7,4.3,8.3,7.2,6.3
Hard Target,6.2,4.9,6.0,7.5,6.3
Romancing the Stone,6.9,6.9,8.6,8.0,6.3
Out of Time,4.4,5.8,6.4,8.1,6.3
Drumline,5.9,7.0,8.2,6.3,6.3
Secretary,5.9,8.2,7.8,5.6,6.3
Wendigo,5.1,3.2,6.0,4.3,6.3
Waydowntown,6.7,7.9,7.0,5.7,6.3
Native Son,6.2,4.9,6.2,5.5,6.3
Walk Hard: The Dewey Cox Story,6.8,5.7,7.4,6.9,6.3
Don Juan DeMarco,6.7,6.8,7.2,7.3,6.3
Home Alone,7.7,8.0,6.6,8.2,6.3
Buster's Mal Heart,6.1,5.5,7.0,6.1,6.3
Pitch Perfect 2,6.4,6.4,6.5,6.0,6.3
The Game,5.1,8.4,7.7,8.5,6.3
Dear Frankie,7.7,9.0,8.1,8.4,6.3
Atomic Blonde,6.7,6.4,7.9,6.7,6.3
Anna Karenina,5.2,5.0,6.2,6.4,6.3
Amistad,7.3,7.9,7.8,7.2,6.3
"Honey, I Shrunk the Kids",6.4,5.4,7.8,8.1,6.3
It's Kind of a Funny Story,7.1,6.6,5.8,7.3,6.3
Gaga: Five Foot Two,7.0,8.0,7.3,7.9,6.3
Howl,7.4,5.8,6.3,6.7,6.3
Summer Wars,7.4,8.8,7.9,7.0,6.3
Hot Tub Time Machine,6.4,5.6,6.4,6.5,6.3
Anchorman: The Legend of Ron Burgundy,7.1,8.6,6.6,7.9,6.3
Two Brothers,6.3,7.5,7.8,7.6,6.3
Spy Game,7.7,7.5,6.5,7.4,6.3
Changeling,7.5,8.2,6.2,7.8,6.3
Where Eagles Dare,7.6,8.9,8.3,6.5,6.3
Zoo,7.4,3.6,6.0,5.9,6.3
Green Zone,6.8,5.7,5.3,6.3,6.3
King of California,6.6,6.4,6.3,6.7,6.3
Damsel,6.8,5.3,6.8,5.1,6.3
Harry Potter and the Chamber of Secrets,7.4,8.0,8.2,7.3,6.3
Muriel's Wedding,7.2,8.4,8.0,8.1,6.3
Hardcore,7.0,6.7,7.4,6.2,6.3
Falling,5.8,6.2,6.7,6.6,6.3
Single White Female,6.4,4.4,5.3,7.8,6.3
Villains,8.1,7.7,8.4,6.9,6.3
Three Days of the Condor,7.4,8.2,8.8,7.5,6.3
Luz,6.5,9.9,4.3,5.0,6.3
Open Water,5.8,3.3,7.1,5.4,6.3
Rio,6.1,7.1,7.2,7.7,6.3
Who's That Knocking at My Door?,5.6,6.1,7.1,6.9,6.3
All Saints,7.1,7.2,9.5,6.0,6.3
City of Men,7.8,7.8,7.4,7.4,6.3
World War Z,7.0,7.2,6.6,6.8,6.3
I Capture the Castle,6.8,7.6,7.8,6.7,6.3
Alpha,5.5,7.1,8.0,6.6,6.3
Invincible,6.3,5.1,5.5,7.7,6.3
Shutter Island,8.2,7.7,6.8,8.5,6.3
Boiler Room,7.0,7.8,6.6,2.5,6.3
Life,7.9,4.5,6.4,8.1,6.3
Scream 2,6.3,5.8,8.2,8.4,6.3
Phantom of the Opera,6.4,2.2,1.0,7.3,6.3
Bubble,6.5,6.1,7.1,6.2,6.3
ATL,6.1,8.6,6.2,7.4,6.3
Youth in Revolt,5.8,5.2,6.6,8.5,6.3
Mayhem,4.1,6.6,8.4,7.1,6.2
Stander,7.1,8.0,7.3,6.2,6.2
Tequila Sunrise,6.0,4.0,5.0,7.9,6.2
Severance,5.4,6.1,6.6,7.4,6.2
"Happy, Texas",6.3,5.5,8.1,8.1,6.2
V for Vendetta,8.2,9.0,7.3,7.8,6.2
Nothing in Common,5.9,4.0,5.4,7.3,6.2
Solo: A Star Wars Story,6.9,6.3,6.9,6.1,6.2
Iron Man 3,7.1,7.8,7.9,6.7,6.2
Hollywoodland,6.5,4.8,6.8,5.9,6.2
Executive Decision,6.5,5.3,6.3,7.0,6.2
Crocodile Dundee,6.6,5.9,8.9,7.2,6.2
42,7.5,8.5,8.1,7.5,6.2
Disturbia,6.8,7.7,6.9,7.9,6.2
Piglet's Big Movie,6.1,6.4,7.0,7.8,6.2
Outside Providence,6.4,6.5,5.1,7.2,6.2
Jesus Camp,7.4,8.0,8.7,7.1,6.2
Wristcutters: A Love Story,7.2,8.2,6.7,7.3,6.2
Jacob's Ladder,7.4,3.5,0.4,4.4,6.2
Killer Joe,6.7,6.1,8.0,6.6,6.2
Lord of War,7.6,8.4,6.1,8.6,6.2
Shopgirl,6.3,5.8,6.1,6.5,6.2
Catch a Fire,6.7,7.1,7.5,6.6,6.2
Saving Grace,6.9,8.3,6.3,6.9,6.2
Ocean's Thirteen,6.9,7.5,7.0,6.5,6.2
Spiral,4.6,5.9,5.0,6.1,6.2
Made,6.5,6.6,7.1,8.1,6.2
Brigham City,6.8,8.0,7.1,5.2,6.2
Dogma,7.3,8.5,6.7,8.5,6.2
The Fallen,5.1,3.1,8.6,6.6,6.2
Abe,6.6,6.7,7.1,6.8,6.2
Beautiful Boy,7.4,5.6,7.1,7.2,6.2
Big Eyes,7.1,6.8,7.2,7.2,6.2
Black Sea,8.7,5.9,8.0,6.6,6.2
The Gift,6.7,7.5,9.1,8.1,6.2
The Bounty,7.0,7.2,7.4,5.5,6.2
Curious George,7.8,6.9,7.0,7.2,6.2
Split,5.5,7.9,7.8,7.0,6.2
Henry & June,6.3,6.8,6.0,6.0,6.2
Kong: Skull Island,6.7,6.9,7.5,6.7,6.2
Veronica Mars,8.4,7.8,8.0,7.5,6.2
Antwone Fisher,7.3,8.6,7.8,7.9,6.2
Austin Powers in Goldmember,6.2,4.4,5.3,7.8,6.2
American History X,8.5,9.6,8.3,8.6,6.2
The Doors,7.2,7.9,5.7,7.1,6.2
Hud,7.8,8.9,8.4,7.4,6.2
Land of Plenty,6.7,6.2,6.3,5.9,6.2
On a Clear Day,6.9,7.2,6.8,6.6,6.2
Most Wanted,7.0,4.7,7.0,6.0,6.2
Harold and Maude,7.9,9.3,8.6,8.3,6.2
Alligator,6.1,4.9,8.4,6.6,6.2
Dolores Claiborne,7.4,8.2,8.5,7.5,6.2
Finding Forrester,7.3,7.9,7.4,8.4,6.2
G.I. Jane,6.2,5.3,5.3,6.1,6.2
Chances Are,6.5,6.4,6.7,6.5,6.2
Night Shift,7.0,6.3,9.3,7.7,6.2
All the Right Moves,6.0,3.9,6.3,1.8,6.2
Murder by Death,7.3,8.2,6.5,6.9,6.2
Fall,5.9,7.9,7.9,6.3,6.2
Maverick,8.1,7.1,6.7,6.8,6.2
The Void,3.8,4.8,7.8,6.0,6.2
Despicable Me 2,7.3,8.5,7.5,7.1,6.2
Night of the Creeps,6.7,7.0,7.5,8.0,6.2
Ted,5.3,7.3,6.9,7.0,6.2
Visitors,7.1,5.0,6.9,6.2,6.2
Saved!,6.7,7.8,6.1,7.3,6.2
U-571,6.6,6.2,6.8,6.7,6.2
My Scientology Movie,6.6,5.9,8.9,6.3,6.2
Sky High,6.0,4.0,4.0,8.0,6.2
About Last Night,6.3,6.5,6.9,6.1,6.2
Empire of the Sun,7.7,9.0,7.6,7.9,6.2
Red Hill,6.3,5.7,7.9,6.7,6.2
Micmacs,7.1,7.4,7.2,7.5,6.2
I Sell the Dead,6.0,4.7,7.3,6.2,6.2
Thunderbolt and Lightfoot,7.0,7.3,8.8,6.8,6.2
Una,7.3,5.0,7.6,4.9,6.2
Fright Night,7.4,5.9,7.2,8.2,6.2
Match,7.8,6.7,7.6,6.0,6.2
Plane,7.8,9.4,7.7,6.6,6.2
Incident at Loch Ness,6.5,6.6,6.2,6.6,6.2
Fierce Creatures,6.4,5.8,5.3,6.4,6.2
Dragnet,6.6,6.7,4.3,6.1,6.2
Bug,5.2,3.4,6.1,5.2,6.2
The King,5.3,5.3,7.7,7.8,6.2
Sick,7.5,6.9,8.6,5.1,6.2
Destroyer,6.3,5.0,7.4,5.7,6.2
Ararat,6.3,7.1,5.5,7.8,6.2
My Big Fat Greek Wedding,6.6,7.3,7.6,7.4,6.2
Unbreakable,7.3,7.7,7.0,8.3,6.2
Train of Life,7.6,9.3,6.4,8.1,6.2
Mumford,6.8,6.5,5.7,8.1,6.2
I Am a Sex Addict,6.4,5.7,6.3,5.8,6.2
My Favorite Year,7.3,8.4,9.7,7.0,6.2
Godzilla,7.5,6.6,7.6,6.8,6.2
Zebraman,6.5,6.8,5.7,7.8,6.2
The Abyss,7.5,8.3,8.8,7.6,6.2
Contact,7.3,7.8,6.8,7.8,6.2
Major League,7.2,8.4,8.3,7.5,6.2
Apostle,7.9,5.4,7.8,6.1,6.2
African Cats,7.5,7.7,7.3,7.1,6.1
The American,6.2,3.9,6.5,6.8,6.1
Zoolander,6.5,8.0,6.4,7.2,6.1
Stop-Loss,6.4,2.6,6.5,6.7,6.1
Margaret,8.9,4.9,7.5,7.7,6.1
Lucy,6.4,4.7,6.6,7.2,6.1
Kindergarten Cop,6.2,5.2,5.3,8.1,6.1
First Blood,7.7,8.5,8.6,8.4,6.1
Ice Age,5.5,8.2,7.7,7.9,6.1
Norma Rae,7.3,7.9,9.0,7.4,6.1
Meet the Robinsons,6.8,7.4,6.7,6.6,6.1
Land,8.1,8.4,6.9,5.7,6.1
Stuck,6.1,8.3,5.2,5.7,6.1
Sunshine Cleaning,6.8,6.3,7.5,6.3,6.1
Headshot,6.9,4.8,7.1,6.8,6.1
Edmond,6.2,4.6,4.7,5.1,6.1
The Natural,7.4,8.8,8.3,7.5,6.1
Eyewitness,6.3,3.8,7.5,4.5,6.1
Bound,8.0,8.3,8.9,8.6,6.1
Best Worst Movie,7.2,8.4,9.4,6.9,6.1
Enemy,4.3,6.4,7.1,7.4,6.1
The Hero,5.4,5.9,7.7,6.7,6.1
Slap Shot,7.2,8.9,8.3,8.6,6.1
10 Years,6.1,4.0,6.0,6.9,6.1
Willard,6.2,3.7,5.2,7.0,6.1
The Count of Monte Cristo,6.6,7.7,8.6,8.5,6.1
Broken Arrow,7.2,7.1,9.0,3.4,6.1
Reign Over Me,7.4,8.1,6.4,8.5,6.1
The Secret Life of Pets,6.5,6.2,7.2,6.2,6.1
Anchorman 2: The Legend Continues,6.3,5.2,7.5,6.2,6.1
White Oleander,7.1,8.1,6.9,7.7,6.1
Deconstructing Harry,7.3,8.2,7.3,7.4,6.1
Tightrope,8.2,5.0,8.5,6.4,6.1
Candyman,6.7,7.2,8.4,8.5,6.1
Generation Iron,7.0,7.8,8.1,7.6,6.1
Trucker,7.1,5.7,5.9,7.3,6.1
Cat People,7.2,7.3,9.2,,8.5
Dog,7.3,8.9,7.7,6.3,6.1
Freeway,5.0,7.6,7.6,6.0,6.1
On Her Majesty's Secret Service,6.7,6.4,8.1,7.3,6.1
Fast Times at Ridgemont High,7.1,8.0,7.8,7.3,6.1
Frida,6.9,8.5,7.6,7.3,6.1
One,6.1,7.4,6.1,8.3,6.1
Stuart Little,6.0,4.1,6.7,6.5,6.1
Rocky II,7.3,8.2,7.0,7.8,6.1
The Hornet's Nest,6.1,7.9,7.2,6.1,6.1
Anastasia,7.0,7.8,9.3,7.9,6.1
Boys on the Side,6.5,6.9,7.3,7.7,6.1
Project X,5.7,6.1,2.8,6.8,6.1
Fear X,6.0,3.8,5.8,8.3,6.1
Madagascar: Escape 2 Africa,6.6,6.6,6.4,6.8,6.1
Urban Cowboy,6.4,8.0,7.0,6.6,6.1
Vice,7.7,1.5,0.4,6.6,6.1
Unlawful Entry,6.4,4.9,7.4,8.2,6.1
Ferris Bueller's Day Off,7.8,9.2,8.1,8.5,6.1
Hot Shots!,6.7,6.5,8.1,7.1,6.1
Addams Family Values,6.8,6.3,7.5,7.3,6.1
Traitor,8.8,6.4,6.4,8.5,6.1
Criminal,5.3,5.7,6.9,8.5,6.1
Laurel Canyon,2.5,5.2,6.9,8.4,6.1
Welcome to Collinwood,6.3,5.5,5.5,6.0,6.1
Blue Crush,5.7,5.8,6.2,4.5,6.1
Beijing Bicycle,7.2,7.3,6.2,7.2,6.1
Rumble in the Bronx,6.7,6.5,8.0,8.0,6.1
You Only Live Twice,6.8,6.8,7.4,6.8,6.1
Muppets Most Wanted,6.4,5.8,8.0,6.3,6.1
Lilting,7.2,8.0,8.2,6.2,6.1
Extract,6.1,3.8,6.2,6.1,6.1
Abominable,5.1,4.0,6.7,5.8,6.1
Role Models,6.8,7.4,7.7,8.1,6.1
Red,6.7,6.8,7.0,6.9,6.1
The Jane Austen Book Club,6.7,6.7,6.6,6.4,6.1
Lenny,7.5,8.8,9.0,7.8,6.1
Evil,7.7,8.7,6.8,7.5,6.1
Pale Rider,7.3,8.3,9.3,7.5,6.1
Mr. Jealousy,6.3,6.0,7.1,7.0,6.1
Fighting,8.8,3.6,3.9,8.4,6.1
Violet,7.2,5.6,8.5,5.0,6.1
My Dog Skip,7.0,6.8,7.3,7.9,6.1
Trance,5.2,6.2,6.9,8.6,6.1
"Lust, Caution",7.5,8.4,7.2,6.8,6.1
Transformers,5.6,8.5,5.8,6.9,6.1
Dead Snow,6.3,5.6,6.8,6.5,6.1
Elysium,6.8,5.8,6.4,7.8,6.1
The Lair of the White Worm,6.0,4.7,6.9,6.9,6.1
Sixteen Candles,7.0,8.5,8.1,6.5,6.1
The Machinist,7.6,8.3,7.7,8.6,6.1
Kingsman: The Secret Service,7.7,8.4,7.5,8.0,6.0
This Boy's Life,7.3,7.9,7.6,3.8,6.0
Funny People,6.2,4.8,6.9,6.4,6.0
Beyond the Valley of the Dolls,6.1,7.2,7.6,4.8,6.0
Like Me,5.8,5.1,6.9,5.4,6.0
The Lost City,3.6,8.3,7.9,6.8,6.0
Ransom,5.9,6.2,7.4,2.1,6.0
Following,7.5,8.5,8.2,8.1,6.0
Cleopatra,5.4,6.9,5.6,7.0,6.0
Femme Fatale,4.6,4.9,4.9,5.7,6.0
The Devil's Advocate,7.5,7.9,6.4,8.5,6.0
Magic Mike XXL,5.6,5.5,6.5,5.6,6.0
Them,4.2,6.0,6.3,6.4,6.0
From Beyond,6.6,7.0,8.0,6.3,6.0
Our Idiot Brother,6.4,5.1,7.0,6.4,6.0
9,6.2,5.6,5.8,7.2,6.0
Overnight,4.8,7.1,7.8,7.0,6.0
Jagged Edge,6.5,5.9,8.1,7.7,6.0
Kill the Messenger,8.5,6.9,7.7,7.1,6.0
Juice,7.1,9.0,7.9,7.2,6.0
Trumbo,7.4,7.9,7.4,7.3,6.0
The Importance of Being Earnest,7.5,7.2,5.7,7.3,6.0
The Last Five Years,7.0,5.7,6.0,7.2,6.0
Dredd,7.1,7.2,7.9,8.6,6.0
Babylon,7.3,4.5,10.0,,8.0
Overlord,7.1,6.7,8.2,6.9,6.0
Judgment at Nuremberg,8.3,9.3,9.2,8.4,6.0
Family,7.6,7.6,7.6,6.8,6.0
Notorious,7.9,9.1,9.6,5.7,6.0
Warm Bodies,6.8,7.3,8.1,7.0,6.0
Crawl,7.8,1.9,6.3,6.1,6.0
Keeping the Faith,6.4,5.9,6.9,8.4,6.0
Gloomy Sunday,7.8,9.2,8.4,7.6,6.0
A Perfect Day,5.8,5.6,7.1,6.7,6.0
Cool Runnings,7.0,8.1,7.6,7.3,6.0
Mr. Nice,6.3,4.4,5.3,6.3,6.0
State of Grace,7.2,8.3,8.5,7.9,6.0
Day of the Dead,7.1,7.5,8.6,7.0,6.0
Total Recall,7.5,7.9,8.3,8.7,6.0
The Heat,7.7,7.1,6.6,6.5,6.0
Machete,6.9,6.3,7.1,7.1,6.0
Tomorrowland,6.6,4.9,5.0,6.5,6.0
In Her Shoes,6.5,6.6,7.4,6.8,6.0
At Middleton,6.5,4.5,6.1,6.4,6.0
Anything,8.8,7.4,6.7,8.0,6.0
Mandela: Long Walk to Freedom,7.1,6.8,6.2,5.8,6.0
The Bear,5.8,8.2,8.7,7.5,6.0
Stealing Beauty,6.5,7.5,5.0,7.3,6.0
Goosebumps,7.6,6.2,7.8,6.7,6.0
Cellular,6.5,5.9,5.6,8.0,6.0
Spartan,6.5,6.2,6.5,7.5,6.0
Gangster No. 1,6.7,7.7,7.1,8.5,6.0
Happy Accidents,7.2,7.5,7.0,6.6,6.0
Never Been Kissed,6.0,6.9,5.5,8.3,6.0
Brassed Off,7.2,7.9,8.0,8.1,6.0
Escape to Witch Mountain,6.3,5.9,7.4,7.0,6.0
Cat Ballou,6.7,7.4,9.0,6.6,6.0
They Came Together,5.6,4.0,7.0,6.0,6.0
To the Stars,8.3,7.0,8.2,6.9,6.0
Bill & Ted's Bogus Journey,6.3,5.6,5.6,7.5,6.0
Michael Collins,7.1,8.4,7.8,7.4,6.0
Red Dragon,4.5,7.4,6.9,8.5,6.0
Calendar Girls,6.9,6.7,7.4,6.9,6.0
Manic,7.2,7.9,6.7,8.5,6.0
Mystic Pizza,6.3,5.4,7.8,8.3,6.0
Cliffhanger,6.5,5.2,6.7,8.2,6.0
What About Bob?,7.0,7.9,8.2,8.3,6.0
Madagascar 3: Europe's Most Wanted,6.8,7.2,7.8,6.6,6.0
Wayne's World 2,6.2,6.3,6.0,6.0,6.0
Go for Zucker,6.7,7.2,5.4,6.2,6.0
Gifted,6.6,8.5,7.3,7.5,6.0
True Romance,7.9,9.3,9.3,8.4,5.9
Bedknobs and Broomsticks,7.0,7.4,6.7,6.9,5.9
Dogville,8.0,8.9,6.9,8.2,5.9
Captive,4.6,8.0,7.3,7.0,5.9
Space Jam,6.5,6.3,4.3,7.1,5.9
Midnight Express,7.5,8.9,9.3,7.7,5.9
Big Eden,7.3,7.9,6.4,8.5,5.9
Fantasia 2000,7.1,7.5,8.1,7.2,5.9
Private Benjamin,6.2,6.0,8.3,6.7,5.9
Beowulf,4.1,5.0,7.1,6.3,5.9
Breakfast on Pluto,7.2,8.0,5.7,7.4,5.9
Spider-Man 3,6.3,5.1,6.3,6.4,5.9
Mom and Dad,5.2,4.0,7.5,5.9,5.9
Unbroken,7.0,7.0,5.2,6.5,5.9
Into the Forest,3.4,4.3,7.6,5.8,5.9
Seducing Doctor Lewis,7.3,8.6,6.8,8.1,5.9
The Shallows,6.3,5.9,7.8,6.3,5.9
Obsession,7.0,5.9,7.3,5.7,5.9
A Home at the End of the World,6.6,6.7,5.0,7.4,5.9
Lemon,5.3,3.4,5.5,5.2,5.9
Little Monsters,6.0,6.2,4.4,6.0,5.9
Tower Heist,6.2,4.8,6.7,6.8,5.9
The Hobbit: The Battle of the Five Armies,7.4,7.4,5.9,6.9,5.9
Don't Move,6.0,8.0,4.6,7.2,5.9
The Contender,5.6,7.3,7.6,6.9,5.9
Mighty Aphrodite,7.0,7.3,7.8,8.4,5.9
J. Edgar,6.5,4.4,4.3,6.5,5.9
Mr. Peabody & Sherman,6.8,7.3,8.1,6.7,5.9
Seeking a Friend for the End of the World,6.7,5.3,5.5,7.0,5.9
Extraordinary Tales,6.4,5.0,5.8,6.6,5.9
Sing,6.7,7.2,7.1,6.3,5.9
Deja Vu,6.3,6.1,6.5,5.8,5.9
Lizzie,6.3,4.8,6.6,6.2,5.9
Cocaine Cowboys,4.4,7.9,6.9,7.7,5.9
Creepshow,6.8,6.8,6.5,8.3,5.9
Heartbreaker,5.1,6.6,6.8,6.5,5.9
Mr. Holland's Opus,7.3,8.4,7.5,6.3,5.9
Run All Night,6.6,5.6,5.9,8.0,5.9
Signs,6.8,6.7,7.5,7.4,5.9
Nico and Dani,6.7,7.0,8.7,5.8,5.9
Austin Powers: The Spy Who Shagged Me,6.6,7.1,5.3,8.6,5.9
Bridget Jones's Baby,6.5,6.5,7.8,6.6,5.9
Legally Blonde,6.4,7.2,7.1,6.9,5.9
The Final Girls,6.5,7.0,7.4,7.9,5.9
Cars 3,6.7,6.9,6.9,6.8,5.9
Moonlight Mile,6.6,6.6,6.3,7.2,5.9
Pearl Jam Twenty,8.2,10.0,6.8,7.9,5.9
Savages,5.5,5.4,5.0,6.4,5.9
Roll Bounce,6.2,7.0,6.6,6.3,5.9
Shot Caller,7.3,8.0,7.0,7.5,5.9
Ip Man,8.0,9.3,8.6,8.2,5.9
Limitless,8.0,7.4,6.9,6.2,5.9
Jurassic World,6.9,7.8,7.1,6.8,5.9
Rubber,5.6,4.6,6.8,6.0,5.9
Day Watch,6.4,6.8,6.3,6.6,5.9
Junior,4.5,2.2,3.9,6.4,5.9
"I, Robot",7.1,7.0,5.6,8.0,5.9
Barbershop 2: Back in Business,5.7,4.8,6.9,6.1,5.9
Naqoyqatsi,6.4,7.0,4.8,6.0,5.9
Point Break,7.3,7.9,7.1,7.7,5.9
Wall Street: Money Never Sleeps,6.2,4.4,5.5,5.7,5.9
Heights,6.8,7.4,6.3,6.0,5.9
Enemy Mine,6.8,6.8,6.3,6.9,5.9
Death on the Nile,7.2,7.9,7.8,6.9,5.9
"Definitely, Maybe",7.1,7.2,7.0,7.2,5.9
Scent of a Woman,7.5,9.2,8.7,8.5,5.9
Night of the Comet,6.3,5.8,7.9,6.8,5.9
Clash of the Titans,6.9,7.0,6.3,5.9,5.9
The Diary of Anne Frank,7.4,7.7,8.0,6.2,5.9
What If,8.9,6.9,7.4,7.2,5.9
Diamonds Are Forever,6.5,5.7,6.3,5.7,5.9
